# # Butane PES Data - Systematic Dihedral Scanning
# # Method: Theoretical C-C-C-C dihedral scan
# # Columns: DihedralAngle(degrees) RelativeEnergy(Hartree)
# # Shows characteristic butane conformational landscape:
# # - Anti conformation (~180°): global minimum
# # - Gauche conformations (~60°, ~300°): ~0.8 kcal/mol
# # - Eclipsed conformations (0°, 120°, 240°): barriers ~3-4 kcal/mol
# # Energy range: 0.000 to 4.419 kcal/mol
    0.000000     0.005456
   10.000000     0.005968
   20.000000     0.005120
   30.000000     0.002946
   40.000000     0.002351
   50.000000     0.001312
   60.000000     0.001472
   70.000000     0.001312
   80.000000     0.002351
   90.000000     0.002933
  100.000000     0.005211
  110.000000     0.007042
  120.000000     0.006985
  130.000000     0.006735
  140.000000     0.000728
  150.000000     0.000517
  160.000000     0.000297
  170.000000     0.000000
  180.000000     0.000037
  190.000000     0.000000
  200.000000     0.000311
  210.000000     0.000511
  220.000000     0.000726
  230.000000     0.006408
  240.000000     0.006157
  250.000000     0.006100
  260.000000     0.004706
  270.000000     0.002952
  280.000000     0.002363
  290.000000     0.001312
  300.000000     0.001472
  310.000000     0.001312
  320.000000     0.002337
  330.000000     0.002965
  340.000000     0.004666
  350.000000     0.004943
  360.000000     0.005456
