# # Butane Conformational Data - Dihedral Scan
# # Method: C3-C1-C2-C4 dihedral angle scan
# # Columns: DihedralAngle(degrees) RelativeEnergy(Hartree)
# # Shows characteristic gauche/anti conformational preferences
    0.000000     0.008075
   12.413793     0.007297
   24.827586     0.005398
   37.241379     0.003229
   49.655172     0.001585
   62.068966     0.000884
   74.482759     0.001112
   86.896552     0.002172
   99.310345     0.003701
  111.724138     0.004888
  124.137931     0.005078
  136.551724     0.004158
  148.965517     0.002557
  161.379310     0.000966
  173.793103     0.000000
  186.206897     0.000001
  198.620690     0.000966
  211.034483     0.002557
  223.448276     0.004158
  235.862069     0.005078
  248.275862     0.004887
  260.689655     0.003701
  273.103448     0.002172
  285.517241     0.001111
  297.931034     0.000884
  310.344828     0.001585
  322.758621     0.003229
  335.172414     0.005398
  347.586207     0.007297
  360.000000     0.008075
